fk_cuso,fk_dren,consor_nome,AGGREGATO,consor_area,inter_perma_area
"1","3",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,289.787
"4","4",C.I. DEL ROERO,"0",129.83,5.742
"3","4",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,91.812
"3","4",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,14.574
"4","2",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,49.128
"2","4",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,7.724
"2","3",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,318.816
"2","3",CONSORZIO IRRIGUO DESTRA MAIRA PONTE VECCHIO,"19",1130.58,118.890
"6","3",CONSORZIO IRRIGUO CARASSONA,"26",541.21,52.035
"6","3",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,477.213
"2","3",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,15.208
"7","1",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,166.330
"7","1",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,105.119
"4","1",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,6.324
"2","3",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,265.220
"3","2",CONSORZIO IRRIGUO CANALE GAMBERERA,"26",160.78,152.674
"3","2",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,430.704
"4","1",CONSORZIO D'IRRIGAZIONE CANALE BROBBIO - PESIO DI MIGLIORAMENTO FONDIARIO,"26",4184.65,13.189
"6","3",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,5.146
"2","3",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,39.113
"1","3",CONSORZIO IRRIGUO BEALERE INTERNE (LEQUIO TANARO),"24",548.23,99.135
"3","1",CONSORZIO IRRIGUO DI MONTANERA,"24",760.82,378.513
"3","1",CONSORZIO IRRIGUO DEI TENIMENTARI,"24",307.01,74.871
"3","1",CONSORZIO IRRIGUO DI CASTELLETTO STURA,"24",787.40,407.305
"3","1",CANALE GARAVELLA INFERIORE,"25",458.13,54.919
"3","1",PARTECIPANZA CANALE VERMENAGNA DI SPINETA,"25",2846.60,4.531
"3","1",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,189.650
"7","1",PARTECIPANZA CANALE MORRA,"21",1746.16,1.037
"7","1",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,0.038
"7","1",PARTECIPANZA CANALE ROERO,"21",2664.62,0.060
"7","1",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,9.575
"1","3",CONSORZIO IRRIGUO MADONNA DELLE GRAZIE,"21",274.37,124.928
"1","3",PARTECIPANZA CANALE MORRA,"21",1746.16,268.798
"1","3",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,381.639
"1","3",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,63.443
"3","4",DESTRA STURA BEALERA MAESTRA,"24",122.15,14.408
"4","2",CONSORZIO IRRIGUO TORRENTE VARAITA,"15",361.92,0.017
"2","3",C.I. LAIONE ACQUE,"30",245.50,45.260
"7","1",CONSORZIO IRRIGUO VARAITA PASCO,"15",897.08,2.050
"2","2",CONSORZIO IRRIGUO VARAITA PASCO,"15",897.08,0.104
"2","3",CONSORZIO IRRIGUO TETTI PONTE-BEDALE,"19",265.02,0.009
"2","3",CONSORZIO IRRIGUO CARTIGNANESE,"19",145.99,29.139
"3","4",DESTRA STURA BEALERA MAESTRA,"24",122.15,0.314
"6","3",DESTRA STURA BEALERA MAESTRA,"24",122.15,2.122
"6","3",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,176.416
"6","3",CONSORZIO IRRIGUO CANALE LAVATORE,"24",57.77,7.394
"6","3",CONSORZIO IRRIGUO TAVOLERA DI TRINITA',"24",1444.14,1.353
"6","3",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,64.424
"6","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,169.853
"6","3",CONSORZIO DEL MOLINO DI NARZOLE,"0",40.13,1.075
"3","5",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,231.779
"3","5",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,8.571
"3","5",CONSORZIO IRRIGUO TAVOLERA DI TRINITA',"24",1444.14,784.287
"3","5",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,55.391
"3","2",CONSORZIO IRRIGUO DI MONTANERA,"24",760.82,178.290
"3","2",CONSORZIO IRRIGUO DEI TENIMENTARI,"24",307.01,15.433
"3","2",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,408.335
"1","3",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,49.218
"2","4",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,25.884
"4","2",CONSORZIO IRRIGUO RIO COMBALE DUC,"19",112.84,84.082
"4","2",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,0.052
"2","3",CONSORZIO IRRIGUO RIO COMBALE DUC,"19",112.84,0.247
"1","3",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,208.588
"2","3",CONSORZIO IRRIGUO RIO COMBALE DUC,"19",112.84,10.443
"2","3",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,49.387
"6","1",CONSORZIO IRRIGUO DI MONTANERA,"24",760.82,3.232
"6","1",CONSORZIO IRRIGUO DI CASTELLETTO STURA,"24",787.40,4.464
"3","2",CONSORZIO IRRIGUO DI MONTANERA,"24",760.82,0.355
"3","2",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,20.424
"2","3",CONSORZIO IRRIGUO TETTI PONTE-BEDALE,"19",265.02,70.881
"6","3",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,185.224
"2","2",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,76.084
"1","3",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,45.190
"2","3",COMUNE DI VILLAR SAN COSTANZO-CANALE COMELLA,"19",505.48,29.072
"3","3",COMUNE DI VILLAR SAN COSTANZO-CANALE COMELLA,"19",505.48,6.190
"4","5",COMUNE DI VILLAR SAN COSTANZO-CANALE COMELLA,"19",505.48,6.929
"1","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,4.380
"5","1",CONSORZIO IRRIGUO CANALE CERETTA,"18",243.38,1.693
"5","1",CONSORZIO IRRIGUO POZZO S.GIORGIO,"18",153.83,2.195
"5","1",CONSORZIO IRRIGUO POZZO LA VALLE,"18",179.70,11.107
"5","1",CONSORZIO IRRIGUO POZZI BRAIDA LUNGA E PRATA S.SALVATORE,"18",193.67,18.749
"5","1",CONSORZIO IRRIGUO POZZO S.ANNA E CANALE S.GIORGIO,"18",78.35,0.195
"2","4",CONSORZIO IRRIGUO RIVO MEIRANO,"23",614.50,2.591
"2","4",CONSORZIO IRRIGUO RIVO GRIONE CERVERE,"0",67.08,21.803
"4","2",CONSORZIO IRRIGUO BEALERA GABIOLA,"14",96.45,0.101
"4","2",CONSORZIO IRRIGUO BEALERA GABIOLA,"14",96.45,82.829
"1","3",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,104.012
"1","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,854.556
"3","1",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,29.638
"3","1",CONSORZIO IDRICO DELLA TAGLIATA,"23",82.56,65.966
"3","1",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,115.024
"3","1",CONSORZIO IRRIGUO ROVERE BOSCHETTI,"23",184.55,151.607
"3","1",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,100.186
"5","1",CONSORZIO IRRIGUO ROVERE BOSCHETTI,"23",184.55,2.255
"4","2",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,15.119
"3","5",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,138.664
"3","5",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,97.734
"3","5",CONSORZIO IRRIGUO TAVOLERA DI TRINITA',"24",1444.14,181.492
"3","3",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,25.845
"2","4",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO 'BOSCO SPECIALE',"24",880.77,234.883
"2","4",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,19.257
"2","4",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,12.570
"3","4",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,29.633
"1","3",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,0.585
"3","3",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,23.196
"2","4",CONSORZIO IRRIGUO POZZI BRAIDA LUNGA E PRATA S.SALVATORE,"18",193.67,54.576
"2","4",CONSORZIO IRRIGUO POZZO SAN MICHELE,"18",145.44,1.237
"1","3",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,150.017
"1","3",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,337.228
"1","3",CONSORZIO IRRIGUO E MIGLIORAMENTO FONDIARIO CANALE NAVIGLIO DI BRA,"23",1569.47,51.811
"1","3",CONSORZIO IRRIGUO NAVIGLIO DI CHERASCO,"23",952.70,182.127
"6","3",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,0.405
"6","3",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,2.093
"6","3",CONSORZIO IRRIGUO SAN LORENZO,"23",164.67,0.249
"6","3",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,0.015
"6","3",CONSORZIO IRRIGUO NAVIGLIO DI CHERASCO,"23",952.70,1.232
"6","3",CONSORZIO IRRIGUO POZZO SAN BERNARDO,"23",102.65,0.578
"3","4",CONSORZIO IRRIGUO TETTI BARALI,"23",41.70,41.675
"3","4",POZZO IRRIGUO TORTORELLO,"23",87.78,67.963
"3","4",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,0.113
"3","4",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,0.055
"3","4",CONSORZIO IRRIGUO SANTA LUCIA,"23",179.97,89.828
"3","4",CONSORZIO IRRIGUO POZZO 2062 VIA PIANO,"23",78.16,32.011
"3","4",CONSORZIO IRRIGUO SAN LORENZO,"23",164.67,121.599
"3","4",CONSORZIO IRRIGUO POZZO SAN BERNARDO,"23",102.65,91.791
"1","3",CONSORZIO IRRIGUO CANALE RADICATI,"15",219.32,46.691
"1","3",CONSORZIO DEI DISTRETTI IRRIGUI A PONENTE DI SALUZZO,"15",561.04,112.771
"2","2",TETTI PERTUSIO,"0",244.64,103.310
"2","2",CONSORZIO DEI DISTRETTI IRRIGUI A PONENTE DI SALUZZO,"15",561.04,116.300
"4","2",CONSORZIO IRRIGUO BEALERA GABIOLA,"14",96.45,1.633
"4","2",COMUNIONE DI UTENTI BEALERA CHIALVETTA,"14",33.62,3.732
"4","2",CONSORZIO IRRIGUO BOCCIARDA,"14",40.60,0.930
"2","2",CONSORZIO IRRIGUO CANALE DL MOLINO-SCARNAFIGI,"15",1306.48,47.943
"2","2",CONSORZIO IRRIGUO POZZO MORINA,"15",125.96,102.661
"2","2",CONSORZIO IRRIGUO POZZO SANTA CRISTINA,"15",62.07,6.814
"2","2",CONSORZIO IRRIGUO POZZO TINE,"15",124.90,1.182
"2","2","CONSORZIO IRRIGUO ""TETTI NUOVI""","0",90.83,9.782
"2","2","CONSORZIO IRRIGUO ""BASSE"" DI SCARNAFIGI","15",117.78,117.725
"2","2",CONSORZIO IRRIGUO FALICETTO NORD,"15",415.31,17.452
"2","2",CONSORZIO IRRIGUO PIETRE SCRITTE O DEL MOLCONSIGLIO,"15",299.24,83.990
"2","2",CONSORZIO IRRIGUO POZZO SAN QUIRICO,"15",103.12,99.686
"2","2",CONSORZIO IRRIGUO TORRETTE ALTE,"15",62.11,62.080
"2","2",CANALE COMMENDA (EX ORDINE MAURIZIANO),"15",642.82,112.432
"2","2",CONSORZIO IRRIGUO BEALERA DI CERVIGNASCO,"15",408.29,81.078
"2","2",CONSORZIO IRRIGUO BEDARELLO,"15",771.39,125.740
"2","2",CONSORZIO IRRIGUO RUATA RE-PESCHIERE,"15",461.01,224.351
"2","2",CONSORZIO IRRIGUO VERZUOLO EST,"15",1189.25,12.362
"2","2",CONSORZIO IRRIGUO POZZO TAGLIONE,"15",529.13,95.461
"2","2",CONSORZIO IRRIGUO CANALE DEL MULINO-LAGNASCO,"15",666.83,16.556
"2","2",CONSORZIO IRRIGUO POZZO DEL PILONE,"15",109.79,40.834
"2","2",CONSORZIO IRRIGUO POZZO DELLA MARCHISA,"15",134.02,25.172
"2","2",CONSORZIO IRRIGUO SANT'EUSEBIO E MORINE DI SALUZZO,"15",807.04,315.626
"2","2",CONSORZIO IRRIGUO SETTE SALTI,"15",584.67,263.974
"2","3",CONSORZIO IRRIGUO E MIGLIORAMENTO FONDIARIO CANALE NAVIGLIO DI BRA,"23",1569.47,366.812
"4","1",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,15.552
"2","3",C.I. AIATTA,"30",479.90,0.208
"5","2",C.I. AIATTA,"30",479.90,11.935
"2","3",C.I. AIATTA,"30",479.90,9.250
"2","4",CONSORZI RIUNITI DI VILLAFRANCA - BEALERA DEI VERDUNI DI CANTOGNO,"12",65.49,1.649
"3","1",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,65.035
"5","1",CONSORZIO IRRIGUO PRATI DELL'URBANETTO,"23",45.76,13.017
"2","3",CONSORZIO IRRIGUO CELEBRINI,"20",474.20,109.154
"3","3",CONSORZIO IRRIGUO TAVOLERA DI TRINITA',"24",1444.14,62.228
"3","3",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,435.525
"3","3",CONSORZIO IRRIGUO TAVOLERA DI TRINITA',"24",1444.14,0.023
"2","3",CONSORZIO IRRIGUO CANALE PRATIVAI,"18",77.85,19.691
"2","3",CONSORZIO IRRIGUO POZZO PIGNOLO,"18",101.37,24.111
"2","3",CONSORZIO IRRIGUO POZZO S. BERNARDO,"18",128.86,1.759
"2","3",CONSORZIO IRRIGUO POZZO CIOCCA,"18",129.12,31.990
"2","3",CONSORZIO ESTRAZIONE IDRICA POZZO ATTISANO,"18",76.61,57.198
"2","3",CONSORZIO IRRIGUO POZZO FALLETTA E CANALE FALLETTA,"18",58.25,18.506
"2","3",CONSORZIO IRRIGUO VIA STAZIONE,"18",37.90,3.781
"2","3",SAN MARTINO DI BUSCA NEL COMPRENSORIO VALLE MAIRA,"19",86.43,6.676
"2","3",CONSORZIO IRRIGUO COLLINA COSTIGLIOLESE,"15",253.97,41.314
"2","3",CONSORZIO IRRIGUO CANALE ATTISSANO,"18",791.18,310.489
"2","3",CONSORZIO IRRIGUO POZZO LEONA,"18",168.07,4.368
"2","3",CONSORZIO IRRIGUO CANALE CEAGLIA,"19",818.30,144.096
"2","3",CONSORZIO IRRIGUO COSTIGLIOLE DI SALUZZO,"15",792.65,70.829
"1","3",CONSORZIO IRRIGUO VALENTINO,"21",23.35,1.919
"1","3",CONSORZIO IRRIGUO TORRE ROA',"21",86.86,41.463
"1","3",CONSORZIO IRRIGUO POZZO CROSIA,"20",33.74,33.720
"1","3",CONSORZIO IRRIGUO CORVA SINISTRA,"21",237.03,23.036
"1","3",CONSORZIO IRRIGUO CASALITO,"20",359.31,104.598
"1","3",CONSORZIO IRRIGUO CANALE CORTE,"20",189.47,147.541
"1","3",CONSORZO IRRIGUO CANALE INFERNOTTO-ROGGIA ROELLA E MOLINO DELLA VILLA,"20",611.11,355.624
"1","3",CONSORZIO IRRIGUO CELEBRINI,"20",474.20,2.188
"1","3",CONSORZIO IRRIGUO TETTO CHIOT,"21",98.91,67.909
"1","3",CONSORZIO IRRIGUO POZZO S.GIUSEPPE,"21",145.56,127.267
"1","3",CONSORZIO IRRIGUO TETTO CROCE,"21",227.81,139.716
"1","3",PARTECIPANZA CANALE MORRA,"21",1746.16,20.366
"1","3",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,94.457
"1","3",CONSORZIO IRRIGUO POZZO MOMBASIGLIA,"21",27.46,27.448
"1","3",CONSORZIO CENTALLO IRRIGAZIONE AGGREGATA,"20",741.35,160.470
"1","3",CONSORZIO PIOVANI IRRIGAZIONE AGGREGATA,"20",1571.61,51.912
"1","3",CONSORZIO IRRIGUO MELLEA SAMBOIRA,"20",683.95,91.295
"1","3",PARTECIPANZA CANALE ROERO,"21",2664.62,116.503
"1","3",PARTECIPANZA CANALE RONCHI MIGLIA,"21",1810.43,288.696
"1","3",CONSORZIO DELLA BEALERA NUOVA,"21",841.84,30.321
"2","4",CONSORZIO IRRIGUO MESSONANIA,"20",110.40,42.584
"2","4",CONSORZIO IRRIGUO BOSCHETTI,"21",209.53,4.953
"2","4",CONSORZO IRRIGUO CANALE INFERNOTTO-ROGGIA ROELLA E MOLINO DELLA VILLA,"20",611.11,48.018
"2","4",CONSORZIO IRRIGUO MADONNA DELLE GRAZIE,"21",274.37,71.761
"2","4",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,51.519
"2","4",CONSORZIO CENTALLO IRRIGAZIONE AGGREGATA,"20",741.35,0.044
"2","3",CONSORZIO IRRIGUO CANALE CERETTA,"18",243.38,47.470
"2","3",CONSORZIO IRRIGUO POZZO TETTI ROCCIA,"18",79.13,19.447
"2","3",CONSORZIO IRRIGUO POZZO TETTI FALCHI,"18",176.56,126.954
"2","3",CONSORZIO IRRIGUO PONTE DI LEVALDIGI,"18",53.54,47.314
"2","3",CONSORZIO IRRIGUO BOSCHETTI,"21",209.53,97.354
"2","3",CONSORZIO IRRIGUO SAN BERNARDO,"18",120.92,120.448
"2","3",CONSORZIO IRRIGUO POZZO SANTA LUCIA,"18",108.07,108.024
"2","3",CONSORZIO ESTRAZIONE IDRICA SAN BARNABA,"18",257.28,163.035
"2","3",CONSORZIO IRRIGUO PRESA IDRICA DI SAN VITALE,"18",292.99,26.275
"2","3",CONSORZIO IRRIGUO PRSA IDRICA DI SANTA CRISTINA,"18",182.85,90.898
"2","3",CONSORZIO IRRIGUO POZZO LOSA,"18",133.23,60.449
"2","3",CONSORZIO IRRIGUO POZZO RAMONDA',"18",133.37,49.430
"2","3",CONSORZIO IRRIGUO CONTE PAOLO FALETTI,"18",88.11,87.896
"2","3",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,107.411
"2","3",CONSORZIO IRRIGUO LA PRESIDENZA RAMO BUSCA,"19",1010.13,324.496
"2","3",CONSORZIO IRRIGUO MELLEA DUEMILA,"20",298.78,11.232
"2","3",CONSORZIO IRRIGUO POZZO CASALE,"20",72.63,45.513
"2","3",CONSORZIO IRRIGUO MADONNA DELLE GRAZIE,"21",274.37,42.533
"2","3",CONSORZIO IRRIGUO CANALE LORETO,"18",1725.79,859.586
"2","3",CONSORZIO IRRIGUO CANALE RONCAGLIA,"18",354.97,342.014
"2","3",CONSORZIO IRRIGUO POZZO CASA NUOVA,"18",135.26,118.909
"2","3",CONSORZIO IRRIGUO POZZO SAN DEFENDENTE,"18",231.74,231.637
"2","3",CONSORZIO IRRIGUO DESTRA MAIRA PONTE VECCHIO,"19",1130.58,687.876
"2","3",PARTECIPANZA CANALE MORRA,"21",1746.16,27.097
"2","3",PARTECIPANZA CANALI MIGLIA E VIGNOLO,"21",2398.24,573.730
"2","3",CONSORZIO IRRIGUO CANALE VARAGLIA,"18",845.59,693.204
"2","3",CONSORZIO IRRIGUO CANALE LOSA,"18",273.60,90.894
"2","3",CONSORZIO CENTALLO IRRIGAZIONE AGGREGATA,"20",741.35,118.236
"2","3",CONSORZIO IRRIGUO POZZO MASCHE,"18",139.19,107.046
"2","3",CONSORZIO IRRIGUO TRE PALI E POZZO TRE PALI,"18",173.36,173.277
"3","4",C.I. BALDISSERESE,"30",341.17,27.613
"2","3",C.I. BALDISSERESE,"30",341.17,9.892
"3","5",CONSORZIO IRRIGUO POZZO LA VALLE,"18",179.70,41.014
"3","5",CONSORZIO DI IRRIGAZIONE PIANA DELLA TAGLIATA,"23",76.31,0.056
"3","5",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,64.286
"5","2",C.I. MONTALDO ROERO VERDE,"30",186.38,0.712
"2","4",CONSORZIO IRRIGUO CANALE CERETTA,"18",243.38,127.885
"2","4",CONSORZIO IRRIGUO POZZO LA VALLE,"18",179.70,0.000
"2","4",CONSORZIO IRRIGUO PONTE DI LEVALDIGI,"18",53.54,6.197
"2","4",CONSORZIO IRRIGUO POZZO LOSA,"18",133.23,67.221
"2","4",CONSORZIO IRRIGUO POZZO RAMONDA',"18",133.37,76.852
"2","4",CONSORZIO IRRIGUO CONTE PAOLO FALETTI,"18",88.11,0.014
"2","4",CONSORZIO IRRIGUO CANALE RONCAGLIA,"18",354.97,1.078
"2","4",CONSORZIO IRRIGUO CANALE LOSA,"18",273.60,152.772
"4","2",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,28.822
"1","3",CONSORZIO DI IRRIGAZIONE PIANA DELLA TAGLIATA,"23",76.31,72.347
"1","3",CONSORZIO IRRIGUO SANTA LUCIA,"23",179.97,59.958
"1","3",CONSORZIO IRRIGUO POZZO 2062 VIA PIANO,"23",78.16,16.726
"3","4",CONSORZIO IRRIGUO CANALE CERETTA,"18",243.38,23.635
"3","4",CONSORZIO IRRIGUO POZZO TETTI ROCCIA,"18",79.13,59.647
"3","4",CONSORZIO IRRIGUO POZZO TETTI FALCHI,"18",176.56,49.517
"3","4",CONSORZIO IRRIGUO MELLEA DUEMILA,"20",298.78,13.721
"3","4",CONSORZIO IRRIGUO FONTANILE MARIGNANO LEVALDIGI,"20",321.99,69.620
"3","4",CONSORZIO CENTALLO IRRIGAZIONE AGGREGATA,"20",741.35,23.647
"2","3",C.I. AIATTA,"30",479.90,6.797
"2","3",C.I. BALDISSERESE,"30",341.17,77.757
"3","5",CONSORZIO IRRIGUO FULLIA,"16",232.47,14.787
"2","3",C.I. BALDISSERESE,"30",341.17,8.480
"4","4",C.I. BALDISSERESE,"30",341.17,23.328
"2","2",CONSORZIO IRRIGUO CANALE DL MOLINO-SCARNAFIGI,"15",1306.48,0.972
"2","2",CONSORZIO IRRIGUO VARAITA PASCO,"15",897.08,87.674
"3","4",C.I. AIATTA,"30",479.90,16.152
"6","2",C.I. MONTALDO ROERO VERDE,"30",186.38,0.406
"7","1",CONSORZIO IRRIGUO ROVERE BOSCHETTI,"23",184.55,0.001
"3","4",C.I. BALDISSERESE,"30",341.17,2.703
"3","4",C.I. AIATTA,"30",479.90,28.211
"4","5",CONSORZI RIUNITI DI VILLAFRANCA - BEALERA DEI VERDUNI DI CANTOGNO,"12",65.49,18.047
"4","5",CONSORZIO IRRIGUO BEDALE DI CAVOUR,"12",2042.24,0.558
"4","5",CONSORZIO IRRIGUO CHIAMOGNA DEL BOSCO,"12",799.86,4.781
"3","4",C.I. MONTALDO ROERO VERDE,"30",186.38,32.129
"3","4",DESTRA STURA BEALERA MAESTRA,"24",122.15,34.013
"1","3",CONSORZIO IRRIGUO BEALERE INTERNE (LEQUIO TANARO),"24",548.23,61.268
"3","3",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,1.227
"6","3",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,1.599
"4","1",CONSORZIO IRRIGUO POZZO TETTO NUOVO,"21",189.78,66.408
"4","1",CONSORZIO IRRIGUO CASCINA NUOVA,"21",60.88,20.982
"4","1",CONSORZIO IRRIGUO PILONE TEALDI,"21",88.61,6.988
"4","1",CONSORZIO IRRIGUO VITTORIA,"21",33.17,33.151
"4","1",CONSORZIO IRRIGUO RIVE DI STURA,"21",221.45,165.291
"4","1",CONSORZIO IRRIGUO POZZO DELFINA,"21",274.74,125.420
"4","1",CONSORZIO IRRIGUO CENTRIFUGA DI ROATA CHIUSANI,"21",344.11,1.457
"4","1",CONSORZIO IRRIGUO MURAZZO -SAN SEBASTIANO,"21",178.72,0.002
"4","1",CONSORZIO PIOVANI IRRIGAZIONE AGGREGATA,"20",1571.61,100.009
"4","1",CONSORZIO IRRIGUO MELLEA SAMBOIRA,"20",683.95,0.224
"4","1",PARTECIPANZA CANALE RONCHI MIGLIA,"21",1810.43,283.660
"4","1",CONSORZIO DELLA BEALERA LEONA,"21",1568.90,388.325
"4","1",CONSORZIO DELLA BEALERA NUOVA,"21",841.84,282.612
"3","4",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,0.407
"3","4",CONSORZIO IRRIGUO MALONE,"17",85.86,47.807
"3","4",CONSORZIO IRRIGUO CANTARIA,"17",25.45,19.071
"3","4",CONSORZIO IRRIGUO TAGLIAROTTA,"17",139.81,118.860
"3","4",CONSORZIO IRRIGUO PRATRIA DEI RONCHI,"17",64.25,50.091
"3","4",CONSORZIO IRRIGUO SPERMASSIMO,"16",99.54,92.573
"3","4",CONSORZIO IRRUGUO BEALERA NUOVA,"23",237.69,154.211
"3","4",CONSORZIO IRRIGUO BEALERA VILLA,"23",123.05,21.627
"3","4",CONSORZIO IRRIGUO ROVARINO MOGLIA,"23",160.90,2.020
"3","4",AGGREGAZIONE IRRIGUA POZZI MARCHISA,"23",87.57,5.947
"3","4",C.I. BEALERA E POZZI IRRIGUI DEI MOLINI DI CAVALLERMAGGIORE,"17",611.06,189.845
"3","1",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,3.766
"3","4",C.I. PONTEROTTO,"30",135.04,3.396
"3","4",C.I. BALDISSERESE,"30",341.17,0.371
"3","4",C.I. DEL ROERO,"0",129.83,3.721
"3","4",C.I. PONTEROTTO,"30",135.04,18.513
"4","4",C.I. AIATTA,"30",479.90,49.741
"3","3",CONSORZIO IRRIGUO BEALERE INTERNE (LEQUIO TANARO),"24",548.23,45.398
